Timestamp for sample frequency every 15 min,Temperature (°F)
2024-06-24 20:16:00,83.6465
2024-06-24 20:31:00,82.3100
2024-06-24 20:46:00,80.4110
2024-06-24 21:01:00,78.8810
2024-06-24 21:16:00,77.4275
2024-06-24 21:31:00,76.4465
2024-06-24 21:46:00,75.8480
2024-06-24 22:01:00,74.6870
2024-06-24 22:16:00,73.5530
2024-06-24 22:31:00,72.4010
2024-06-24 22:46:00,71.5010
2024-06-24 23:01:00,70.9295
2024-06-24 23:16:00,70.2680
2024-06-24 23:31:00,69.7640
2024-06-24 23:46:00,69.4535
2024-06-25 00:01:00,68.9405
2024-06-25 00:16:00,68.3060
2024-06-25 00:31:00,67.7570
2024-06-25 00:46:00,67.4465
2024-06-25 01:01:00,67.3250
2024-06-25 01:16:00,67.8155
2024-06-25 01:31:00,68.4410
2024-06-25 01:46:00,68.9540
2024-06-25 02:01:00,68.9405
2024-06-25 02:16:00,68.6885
2024-06-25 02:31:00,68.5625
2024-06-25 02:46:00,68.4230
2024-06-25 03:01:00,68.3330
2024-06-25 03:16:00,68.2655
2024-06-25 03:31:00,68.1395
2024-06-25 03:46:00,68.5580
2024-06-25 04:01:00,68.6705
2024-06-25 04:16:00,68.5445
2024-06-25 04:31:00,68.2475
2024-06-25 04:46:00,67.9145
2024-06-25 05:01:00,67.6040
2024-06-25 05:16:00,67.6625
2024-06-25 05:31:00,67.3250
2024-06-25 05:46:00,67.1180
2024-06-25 06:01:00,67.0730
2024-06-25 06:16:00,66.9110
2024-06-25 06:31:00,66.3710
2024-06-25 06:46:00,68.5220
2024-06-25 07:01:00,71.5055
2024-06-25 07:16:00,73.6520
2024-06-25 07:31:00,74.3225
2024-06-25 07:46:00,77.4410
2024-06-25 08:01:00,80.9060
2024-06-25 08:16:00,84.2540
2024-06-25 08:31:00,86.8775
2024-06-25 08:46:00,84.4295
2024-06-25 09:01:00,81.0320
2024-06-25 09:16:00,79.9250
2024-06-25 09:31:00,79.3715
2024-06-25 09:46:00,79.6325
2024-06-25 10:01:00,79.4075
2024-06-25 10:16:00,81.2255
2024-06-25 10:31:00,83.9660
2024-06-25 10:46:00,85.9100
2024-06-25 11:01:00,86.9720
2024-06-25 11:16:00,88.6550
2024-06-25 11:31:00,90.3110
2024-06-25 11:46:00,92.5070
2024-06-25 12:01:00,94.0775
2024-06-25 12:16:00,94.8470
2024-06-25 12:31:00,96.0665
2024-06-25 12:46:00,97.3130
2024-06-25 13:01:00,98.0015
2024-06-25 13:16:00,98.2310
2024-06-25 13:31:00,98.5685
2024-06-25 13:46:00,98.9645
2024-06-25 14:01:00,99.3380
2024-06-25 14:16:00,100.0085
2024-06-25 14:31:00,101.5835
2024-06-25 14:46:00,101.6780
2024-06-25 15:01:00,100.4405
2024-06-25 15:16:00,99.4820
2024-06-25 15:31:00,99.3245
2024-06-25 15:46:00,99.7340
2024-06-25 16:01:00,97.9655
2024-06-25 16:16:00,97.9295
2024-06-25 16:31:00,95.7875
2024-06-25 16:46:00,94.4645
2024-06-25 17:01:00,93.4160
2024-06-25 17:16:00,92.2415
2024-06-25 17:31:00,91.0895
2024-06-25 17:46:00,89.9285
2024-06-25 18:01:00,89.5685
2024-06-25 18:16:00,88.8755
2024-06-25 18:31:00,87.3275
2024-06-25 18:46:00,86.3645
2024-06-25 19:01:00,84.8975
2024-06-25 19:16:00,84.0245
2024-06-25 19:31:00,83.4440
2024-06-25 19:46:00,83.3045
2024-06-25 20:01:00,82.7825
2024-06-25 20:16:00,81.0500
2024-06-25 20:31:00,78.8135
2024-06-25 20:46:00,76.9910
2024-06-25 21:01:00,75.8795
2024-06-25 21:16:00,75.2540
2024-06-25 21:31:00,74.7860
2024-06-25 21:46:00,74.3180
2024-06-25 22:01:00,73.9850
2024-06-25 22:16:00,73.6700
2024-06-25 22:31:00,73.2650
2024-06-25 22:46:00,72.8375
2024-06-25 23:01:00,72.2255
2024-06-25 23:16:00,71.6315
2024-06-25 23:31:00,71.0465
2024-06-25 23:46:00,70.6820
2024-06-26 00:01:00,70.0925
2024-06-26 00:16:00,69.2555
2024-06-26 00:31:00,68.3510
2024-06-26 00:46:00,67.1450
2024-06-26 01:01:00,65.7950
2024-06-26 01:16:00,64.5575
2024-06-26 01:31:00,63.9905
2024-06-26 01:46:00,63.7160
2024-06-26 02:01:00,64.2470
2024-06-26 02:16:00,64.5935
2024-06-26 02:31:00,64.4990
2024-06-26 02:46:00,63.7610
2024-06-26 03:01:00,63.7880
2024-06-26 03:16:00,63.9320
2024-06-26 03:31:00,63.3335
2024-06-26 03:46:00,62.5325
2024-06-26 04:01:00,61.5650
2024-06-26 04:16:00,60.8855
2024-06-26 04:31:00,60.5300
2024-06-26 04:46:00,59.9540
2024-06-26 05:01:00,59.7875
2024-06-26 05:16:00,59.4050
2024-06-26 05:31:00,59.0855
2024-06-26 05:46:00,58.9370
2024-06-26 06:01:00,58.5590
2024-06-26 06:16:00,58.0550
2024-06-26 06:31:00,58.1630
2024-06-26 06:46:00,60.2150
2024-06-26 07:01:00,62.6990
2024-06-26 07:16:00,61.6820
2024-06-26 07:31:00,60.9620
2024-06-26 07:46:00,62.5100
2024-06-26 08:01:00,63.0365
2024-06-26 08:16:00,65.2010
2024-06-26 08:31:00,63.9590
2024-06-26 08:46:00,63.9095
2024-06-26 09:01:00,63.6260
2024-06-26 09:16:00,64.1570
2024-06-26 09:31:00,64.9040
2024-06-26 09:46:00,66.4880
2024-06-26 10:01:00,68.1260
2024-06-26 10:16:00,69.0215
2024-06-26 10:31:00,68.3330
2024-06-26 10:46:00,68.7425
2024-06-26 11:01:00,69.8900
2024-06-26 11:16:00,72.2570
2024-06-26 11:31:00,73.2560
2024-06-26 11:46:00,74.8085
2024-06-26 12:01:00,75.8210
2024-06-26 12:16:00,76.6085
2024-06-26 12:31:00,77.1890
2024-06-26 12:46:00,77.3060
2024-06-26 13:01:00,78.4940
2024-06-26 13:16:00,79.1420
2024-06-26 13:31:00,79.8890
2024-06-26 13:46:00,81.3695
2024-06-26 14:01:00,81.8735
2024-06-26 14:16:00,82.3910
2024-06-26 14:31:00,84.7445
2024-06-26 14:46:00,84.7220
2024-06-26 15:01:00,84.1505
2024-06-26 15:16:00,84.0380
2024-06-26 15:31:00,84.6365
2024-06-26 15:46:00,84.0110
2024-06-26 16:01:00,83.3900
2024-06-26 16:16:00,83.3000
2024-06-26 16:31:00,82.0715
2024-06-26 16:46:00,81.2075
2024-06-26 17:01:00,79.8260
2024-06-26 17:16:00,80.9105
2024-06-26 17:31:00,79.7630
2024-06-26 17:46:00,78.6110
2024-06-26 18:01:00,77.0495
2024-06-26 18:16:00,75.8930
2024-06-26 18:31:00,75.1775
2024-06-26 18:46:00,74.1290
2024-06-26 19:01:00,72.8285
2024-06-26 19:16:00,71.3660
2024-06-26 19:31:00,70.2005
2024-06-26 19:46:00,68.1620
2024-06-26 20:01:00,66.6185
2024-06-26 20:16:00,65.2235
2024-06-26 20:31:00,63.7205
2024-06-26 20:46:00,62.8295
2024-06-26 21:01:00,62.2310
2024-06-26 21:16:00,61.4615
2024-06-26 21:31:00,60.9125
2024-06-26 21:46:00,60.2330
2024-06-26 22:01:00,59.6345
2024-06-26 22:16:00,59.6435
2024-06-26 22:31:00,59.3825
2024-06-26 22:46:00,58.9775
2024-06-26 23:01:00,59.0000
2024-06-26 23:16:00,58.8470
2024-06-26 23:31:00,58.7480
2024-06-26 23:46:00,58.7075
2024-06-27 00:01:00,58.8650
2024-06-27 00:16:00,58.8380
2024-06-27 00:31:00,58.5185
2024-06-27 00:46:00,58.1180
2024-06-27 01:01:00,57.6950
2024-06-27 01:16:00,57.3305
2024-06-27 01:31:00,57.1820
2024-06-27 01:46:00,57.2945
2024-06-27 02:01:00,57.6950
2024-06-27 02:16:00,57.5150
2024-06-27 02:31:00,56.9345
2024-06-27 02:46:00,56.4665
2024-06-27 03:01:00,56.4530
2024-06-27 03:16:00,57.0965
2024-06-27 03:31:00,57.5555
2024-06-27 03:46:00,57.5600
2024-06-27 04:01:00,57.3710
2024-06-27 04:16:00,56.4575
2024-06-27 04:31:00,55.6835
2024-06-27 04:46:00,55.0085
2024-06-27 05:01:00,55.1210
2024-06-27 05:16:00,55.4675
2024-06-27 05:31:00,55.1525
2024-06-27 05:46:00,54.4730
2024-06-27 06:01:00,53.9285
2024-06-27 06:16:00,53.5325
2024-06-27 06:31:00,53.6360
2024-06-27 06:46:00,56.6870
2024-06-27 07:01:00,59.5085
2024-06-27 07:16:00,61.5380
2024-06-27 07:31:00,62.6135
2024-06-27 07:46:00,64.6925
2024-06-27 08:01:00,65.4530
2024-06-27 08:16:00,65.5700
2024-06-27 08:31:00,66.5645
2024-06-27 08:46:00,67.7660
2024-06-27 09:01:00,69.0395
2024-06-27 09:16:00,70.6550
2024-06-27 09:31:00,71.6675
2024-06-27 09:46:00,73.3055
2024-06-27 10:01:00,74.4215
2024-06-27 10:16:00,75.1730
2024-06-27 10:31:00,76.3340
2024-06-27 10:46:00,77.1890
2024-06-27 11:01:00,78.2600
2024-06-27 11:16:00,79.5290
2024-06-27 11:31:00,80.4065
2024-06-27 11:46:00,81.8870
2024-06-27 12:01:00,82.1345
2024-06-27 12:16:00,83.1155
2024-06-27 12:31:00,83.8760
2024-06-27 12:46:00,84.7445
2024-06-27 13:01:00,86.0180
2024-06-27 13:16:00,87.0935
2024-06-27 13:31:00,87.8855
2024-06-27 13:46:00,88.0970
2024-06-27 14:01:00,88.6235
2024-06-27 14:16:00,89.1905
2024-06-27 14:31:00,89.5415
2024-06-27 14:46:00,89.2445
2024-06-27 15:01:00,88.9970
2024-06-27 15:16:00,89.5730
2024-06-27 15:31:00,89.1185
2024-06-27 15:46:00,88.9745
2024-06-27 16:01:00,88.3040
2024-06-27 16:16:00,87.3230
2024-06-27 16:31:00,86.0135
2024-06-27 16:46:00,84.1865
2024-06-27 17:01:00,82.3235
2024-06-27 17:16:00,80.4785
2024-06-27 17:31:00,79.6370
2024-06-27 17:46:00,78.3500
2024-06-27 18:01:00,76.7705
2024-06-27 18:16:00,75.4160
2024-06-27 18:31:00,73.9175
2024-06-27 18:46:00,73.4090
2024-06-27 19:01:00,72.1625
2024-06-27 19:16:00,70.7900
2024-06-27 19:31:00,69.8450
2024-06-27 19:46:00,68.5265
2024-06-27 20:01:00,67.1765
2024-06-27 20:16:00,65.8580
2024-06-27 20:31:00,64.7375
2024-06-27 20:46:00,64.2200
2024-06-27 21:01:00,63.5225
2024-06-27 21:16:00,62.4470
2024-06-27 21:31:00,61.9205
2024-06-27 21:46:00,61.5065
2024-06-27 22:01:00,61.2815
2024-06-27 22:16:00,60.8900
2024-06-27 22:31:00,60.3815
2024-06-27 22:46:00,59.7290
2024-06-27 23:01:00,59.1755
2024-06-27 23:16:00,58.7480
2024-06-27 23:31:00,58.2395
2024-06-27 23:46:00,57.5465
2024-06-28 00:01:00,57.2945
2024-06-28 00:16:00,57.0605
2024-06-28 00:31:00,56.7905
2024-06-28 00:46:00,56.5295
2024-06-28 01:01:00,56.2460
2024-06-28 01:16:00,55.9715
2024-06-28 01:31:00,55.7870
2024-06-28 01:46:00,55.8320
2024-06-28 02:01:00,55.5755
2024-06-28 02:16:00,55.0580
2024-06-28 02:31:00,54.5765
2024-06-28 02:46:00,54.0500
2024-06-28 03:01:00,53.9150
2024-06-28 03:16:00,53.7215
2024-06-28 03:31:00,53.7710
2024-06-28 03:46:00,53.8070
2024-06-28 04:01:00,53.5010
2024-06-28 04:16:00,53.1365
2024-06-28 04:31:00,52.8080
2024-06-28 04:46:00,52.5425
2024-06-28 05:01:00,52.2545
2024-06-28 05:16:00,52.1195
2024-06-28 05:31:00,51.8585
2024-06-28 05:46:00,51.5255
2024-06-28 06:01:00,51.1160
2024-06-28 06:16:00,51.2240
2024-06-28 06:31:00,51.9710
2024-06-28 06:46:00,54.7835
2024-06-28 07:01:00,58.4240
2024-06-28 07:16:00,61.3760
2024-06-28 07:31:00,63.5270
2024-06-28 07:46:00,65.0705
2024-06-28 08:01:00,65.9795
2024-06-28 08:16:00,65.9390
2024-06-28 08:31:00,67.2845
2024-06-28 08:46:00,68.4725
2024-06-28 09:01:00,69.5255
2024-06-28 09:16:00,71.1590
2024-06-28 09:31:00,72.3695
2024-06-28 09:46:00,73.8275
2024-06-28 10:01:00,75.1775
2024-06-28 10:16:00,76.5905
2024-06-28 10:31:00,77.9090
2024-06-28 10:46:00,79.6010
2024-06-28 11:01:00,80.9420
2024-06-28 11:16:00,82.1435
2024-06-28 11:31:00,83.6285
2024-06-28 11:46:00,85.1585
2024-06-28 12:01:00,86.1710
2024-06-28 12:16:00,87.8900
2024-06-28 12:31:00,89.6765
2024-06-28 12:46:00,91.3685
2024-06-28 13:01:00,92.3630
2024-06-28 13:16:00,92.8220
2024-06-28 13:31:00,93.7715
2024-06-28 13:46:00,94.5005
2024-06-28 14:01:00,95.3915
2024-06-28 14:16:00,96.2510
2024-06-28 14:31:00,95.6435
2024-06-28 14:46:00,95.8550
2024-06-28 15:01:00,96.1700
2024-06-28 15:16:00,95.8910
2024-06-28 15:31:00,95.5400
2024-06-28 15:46:00,95.5760
2024-06-28 16:01:00,95.1395
2024-06-28 16:16:00,93.8210
2024-06-28 16:31:00,93.2495
2024-06-28 16:46:00,93.2225
2024-06-28 17:01:00,92.3540
2024-06-28 17:16:00,92.1020
2024-06-28 17:31:00,91.6070
2024-06-28 17:46:00,90.6035
2024-06-28 18:01:00,89.8880
2024-06-28 18:16:00,88.9340
2024-06-28 18:31:00,87.7325
2024-06-28 18:46:00,86.6120
2024-06-28 19:01:00,85.3385
2024-06-28 19:16:00,84.1685
2024-06-28 19:31:00,82.7330
2024-06-28 19:46:00,81.5765
2024-06-28 20:01:00,80.4065
2024-06-28 20:16:00,79.1285
2024-06-28 20:31:00,77.7560
2024-06-28 20:46:00,76.4060
2024-06-28 21:01:00,75.1190
2024-06-28 21:16:00,74.0750
2024-06-28 21:31:00,73.1210
2024-06-28 21:46:00,72.3470
2024-06-28 22:01:00,71.8610
2024-06-28 22:16:00,71.2445
2024-06-28 22:31:00,70.4570
2024-06-28 22:46:00,69.8855
2024-06-28 23:01:00,69.2555
2024-06-28 23:16:00,68.8145
2024-06-28 23:31:00,68.0450
2024-06-28 23:46:00,67.4330
2024-06-29 00:01:00,66.8165
2024-06-29 00:16:00,66.1955
2024-06-29 00:31:00,65.7365
2024-06-29 00:46:00,65.1785
2024-06-29 01:01:00,64.7825
2024-06-29 01:16:00,64.3730
2024-06-29 01:31:00,63.8915
2024-06-29 01:46:00,63.4325
2024-06-29 02:01:00,62.8025
2024-06-29 02:16:00,62.2265
2024-06-29 02:31:00,61.8080
2024-06-29 02:46:00,61.5425
2024-06-29 03:01:00,60.9620
2024-06-29 03:16:00,60.4625
2024-06-29 03:31:00,60.4400
2024-06-29 03:46:00,60.3995
2024-06-29 04:01:00,59.9135
2024-06-29 04:16:00,59.4995
2024-06-29 04:31:00,59.2295
2024-06-29 04:46:00,58.8875
2024-06-29 05:01:00,58.3430
2024-06-29 05:16:00,58.0055
2024-06-29 05:31:00,57.6905
2024-06-29 05:46:00,57.3125
2024-06-29 06:01:00,57.2315
2024-06-29 06:16:00,57.2315
2024-06-29 06:31:00,57.5555
2024-06-29 06:46:00,60.2240
2024-06-29 07:01:00,63.1715
2024-06-29 07:16:00,65.4395
2024-06-29 07:31:00,66.5825
2024-06-29 07:46:00,67.9640
2024-06-29 08:01:00,68.6435
2024-06-29 08:16:00,68.7290
2024-06-29 08:31:00,69.7280
2024-06-29 08:46:00,70.7225
2024-06-29 09:01:00,71.6675
2024-06-29 09:16:00,72.6485
2024-06-29 09:31:00,73.8140
2024-06-29 09:46:00,75.2315
2024-06-29 10:01:00,75.6410
2024-06-29 10:16:00,77.1485
2024-06-29 10:31:00,78.8585
2024-06-29 10:46:00,80.4695
2024-06-29 11:01:00,81.5720
2024-06-29 11:16:00,83.0615
2024-06-29 11:31:00,84.6770
2024-06-29 11:46:00,86.4995
2024-06-29 12:01:00,87.8675
2024-06-29 12:16:00,88.7900
2024-06-29 12:31:00,89.9825
2024-06-29 12:46:00,91.5440
2024-06-29 13:01:00,92.3000
2024-06-29 13:16:00,92.8850
2024-06-29 13:31:00,94.2395
2024-06-29 13:46:00,94.5725
2024-06-29 14:01:00,94.9505
2024-06-29 14:16:00,95.3690
2024-06-29 14:31:00,96.0575
2024-06-29 14:46:00,96.1655
2024-06-29 15:01:00,95.9090
2024-06-29 15:16:00,96.3725
2024-06-29 15:31:00,96.2420
2024-06-29 15:46:00,95.8865
2024-06-29 16:01:00,93.8525
2024-06-29 16:16:00,92.8715
2024-06-29 16:31:00,92.2325
2024-06-29 16:46:00,91.3100
2024-06-29 17:01:00,89.6225
2024-06-29 17:16:00,88.5245
2024-06-29 17:31:00,87.1745
2024-06-29 17:46:00,86.6390
2024-06-29 18:01:00,86.2655
2024-06-29 18:16:00,85.2845
2024-06-29 18:31:00,83.5520
2024-06-29 18:46:00,82.4360
2024-06-29 19:01:00,81.4010
2024-06-29 19:16:00,81.0590
2024-06-29 19:31:00,80.2040
2024-06-29 19:46:00,79.3805
2024-06-29 20:01:00,78.5750
2024-06-29 20:16:00,77.4230
2024-06-29 20:31:00,76.1495
2024-06-29 20:46:00,75.3125
2024-06-29 21:01:00,74.7995
2024-06-29 21:16:00,74.2010
2024-06-29 21:31:00,73.6205
2024-06-29 21:46:00,72.8330
2024-06-29 22:01:00,72.0995
2024-06-29 22:16:00,71.8205
2024-06-29 22:31:00,71.0330
2024-06-29 22:46:00,70.2455
2024-06-29 23:01:00,69.9350
2024-06-29 23:16:00,69.4805
2024-06-29 23:31:00,69.5075
2024-06-29 23:46:00,69.0755
2024-06-30 00:01:00,68.4725
2024-06-30 00:16:00,68.1755
2024-06-30 00:31:00,67.9685
2024-06-30 00:46:00,67.8290
2024-06-30 01:01:00,67.6040
2024-06-30 01:16:00,67.3430
2024-06-30 01:31:00,67.0730
2024-06-30 01:46:00,66.7310
2024-06-30 02:01:00,66.5645
2024-06-30 02:16:00,66.4880
2024-06-30 02:31:00,66.1235
2024-06-30 02:46:00,65.6240
2024-06-30 03:01:00,65.7140
2024-06-30 03:16:00,65.6105
2024-06-30 03:31:00,65.3135
2024-06-30 03:46:00,64.8635
2024-06-30 04:01:00,64.6160
2024-06-30 04:16:00,63.9950
2024-06-30 04:31:00,63.3830
2024-06-30 04:46:00,62.7395
2024-06-30 05:01:00,62.3210
2024-06-30 05:16:00,62.3300
2024-06-30 05:31:00,61.8080
2024-06-30 05:46:00,61.5380
2024-06-30 06:01:00,61.3805
2024-06-30 06:16:00,61.3220
2024-06-30 06:31:00,61.5065
2024-06-30 06:46:00,64.1435
2024-06-30 07:01:00,67.0100
2024-06-30 07:16:00,69.6560
2024-06-30 07:31:00,72.5540
2024-06-30 07:46:00,74.9840
2024-06-30 08:01:00,76.1810
2024-06-30 08:16:00,76.9145
2024-06-30 08:31:00,77.8910
2024-06-30 08:46:00,78.8810
2024-06-30 09:01:00,79.6820
2024-06-30 09:16:00,80.4785
2024-06-30 09:31:00,81.3515
2024-06-30 09:46:00,82.0310
2024-06-30 10:01:00,82.8815
2024-06-30 10:16:00,83.8535
2024-06-30 10:31:00,85.3970
2024-06-30 10:46:00,86.5490
2024-06-30 11:01:00,87.6020
2024-06-30 11:16:00,88.4885
2024-06-30 11:31:00,89.9420
2024-06-30 11:46:00,90.4640
2024-06-30 12:01:00,90.8150
2024-06-30 12:16:00,91.2380
2024-06-30 12:31:00,92.0975
2024-06-30 12:46:00,92.6240
2024-06-30 13:01:00,92.6420
2024-06-30 13:16:00,92.6330
2024-06-30 13:31:00,93.2405
2024-06-30 13:46:00,93.4430
2024-06-30 14:01:00,93.6005
2024-06-30 14:16:00,94.4465
2024-06-30 14:31:00,94.7390
2024-06-30 14:46:00,94.5680
2024-06-30 15:01:00,94.3880
2024-06-30 15:16:00,94.6895
2024-06-30 15:31:00,93.9065
2024-06-30 15:46:00,93.3485
2024-06-30 16:01:00,91.8725
2024-06-30 16:16:00,90.1985
2024-06-30 16:31:00,89.5415
2024-06-30 16:46:00,88.9340
2024-06-30 17:01:00,87.6920
2024-06-30 17:16:00,87.3050
2024-06-30 17:31:00,86.4275
2024-06-30 17:46:00,85.6940
2024-06-30 18:01:00,84.9965
2024-06-30 18:16:00,82.7870
2024-06-30 18:31:00,81.2615
2024-06-30 18:46:00,79.8980
2024-06-30 19:01:00,79.2860
2024-06-30 19:16:00,78.2420
2024-06-30 19:31:00,76.7930
2024-06-30 19:46:00,75.1775
2024-06-30 20:01:00,72.9140
2024-06-30 20:16:00,71.5280
2024-06-30 20:31:00,70.3985
2024-06-30 20:46:00,69.3545
2024-06-30 21:01:00,68.5310
2024-06-30 21:16:00,67.2800
2024-06-30 21:31:00,66.4880
2024-06-30 21:46:00,66.2315
2024-06-30 22:01:00,65.7950
2024-06-30 22:16:00,65.2280
2024-06-30 22:31:00,64.5665
2024-06-30 22:46:00,64.0040
2024-06-30 23:01:00,63.4055
2024-06-30 23:16:00,63.1940
2024-06-30 23:31:00,63.4010
2024-06-30 23:46:00,63.4235
2024-07-01 00:01:00,63.4145
2024-07-01 00:16:00,63.2840
2024-07-01 00:31:00,63.1625
2024-07-01 00:46:00,63.1310
2024-07-01 01:01:00,62.8205
2024-07-01 01:16:00,62.4650
2024-07-01 01:31:00,62.1725
2024-07-01 01:46:00,61.8530
2024-07-01 02:01:00,61.5785
2024-07-01 02:16:00,61.4390
2024-07-01 02:31:00,61.3085
2024-07-01 02:46:00,61.0970
2024-07-01 03:01:00,60.7730
2024-07-01 03:16:00,60.6560
2024-07-01 03:31:00,60.4805
2024-07-01 03:46:00,60.2780
2024-07-01 04:01:00,60.0035
2024-07-01 04:16:00,59.8010
2024-07-01 04:31:00,59.6930
2024-07-01 04:46:00,59.4320
2024-07-01 05:01:00,59.2340
2024-07-01 05:16:00,59.1305
2024-07-01 05:31:00,58.7390
2024-07-01 05:46:00,58.4915
2024-07-01 06:01:00,58.4645
2024-07-01 06:16:00,58.6580
2024-07-01 06:31:00,59.2115
2024-07-01 06:46:00,61.8800
2024-07-01 07:01:00,64.9445
2024-07-01 07:16:00,67.2440
2024-07-01 07:31:00,68.9585
2024-07-01 07:46:00,70.5065
2024-07-01 08:01:00,71.4920
2024-07-01 08:16:00,71.6765
