Timestamp for sample frequency every 15 min,Temperature (°C),Relative Humidity (%),Barometric Pressure (mb)
2024-07-06 12:45:00,32.2300,33.5800,989.9200
2024-07-06 13:00:00,33.1675,32.6825,989.7700
2024-07-06 13:15:00,33.9500,30.9775,989.6300
2024-07-06 13:30:00,34.5750,29.7775,989.5099
2024-07-06 13:45:00,35.3225,29.4625,989.3300
2024-07-06 14:00:00,38.0025,26.7575,989.2100
2024-07-06 14:15:00,40.1625,24.3400,989.0099
2024-07-06 14:30:00,40.9050,23.0225,989.0300
2024-07-06 14:45:00,41.2775,24.7100,989.0400
2024-07-06 15:00:00,41.6450,24.8250,988.9600
2024-07-06 15:15:00,41.7975,24.4250,988.8900
2024-07-06 15:30:00,41.6000,24.5150,988.7300
2024-07-06 15:45:00,41.1550,24.4500,988.7700
2024-07-06 16:00:00,41.1650,24.6025,988.7599
2024-07-06 16:15:00,41.3400,23.9675,988.7000
2024-07-06 16:30:00,41.3900,23.8225,988.7200
2024-07-06 16:45:00,41.8175,23.3650,988.6300
2024-07-06 17:00:00,41.5350,24.2775,988.5500
2024-07-06 17:15:00,40.9700,25.3275,988.5300
2024-07-06 17:30:00,40.2200,25.0975,988.5099
2024-07-06 17:45:00,39.7725,25.6650,988.4500
2024-07-06 18:00:00,39.1125,25.5200,988.4600
2024-07-06 18:15:00,38.4900,24.8750,988.4000
2024-07-06 18:30:00,38.0050,24.3600,988.4900
2024-07-06 18:45:00,37.5175,24.4800,988.6000
2024-07-06 19:00:00,37.1025,24.8350,988.6800
2024-07-06 19:15:00,36.7675,24.7150,988.6500
2024-07-06 19:30:00,36.3800,24.7675,988.6700
2024-07-06 19:45:00,35.9425,25.5375,988.8000
2024-07-06 20:00:00,35.2225,25.7900,988.9000
2024-07-06 20:15:00,34.4400,25.4400,988.9900
2024-07-06 20:30:00,33.6050,26.2700,989.0900
2024-07-06 20:45:00,32.7125,28.0350,989.1500
2024-07-06 21:00:00,31.9475,29.7125,989.2700
2024-07-06 21:15:00,31.4050,29.8750,989.5099
2024-07-06 21:30:00,30.7200,30.3025,989.5700
2024-07-06 21:45:00,30.1750,30.6925,989.7300
2024-07-06 22:00:00,29.6150,32.6425,989.8400
2024-07-06 22:15:00,28.8575,33.9150,989.8600
2024-07-06 22:30:00,28.4650,33.3525,989.9000
2024-07-06 22:45:00,28.1725,33.3775,989.8700
2024-07-06 23:00:00,27.9100,33.8025,989.8600
2024-07-06 23:15:00,27.5075,34.5650,989.9200
2024-07-06 23:30:00,26.9925,35.5950,989.9700
2024-07-06 23:45:00,26.5850,36.7150,990.1400
2024-07-07 00:00:00,26.0525,38.9750,990.1100
2024-07-07 00:15:00,25.8475,39.3750,990.1800
2024-07-07 00:30:00,25.5175,40.4400,990.1600
2024-07-07 00:45:00,25.3625,40.6725,990.0800
2024-07-07 01:00:00,24.9850,42.1700,990.2100
2024-07-07 01:15:00,24.4575,44.0550,990.2200
2024-07-07 01:30:00,24.3850,44.6000,990.1900
2024-07-07 01:45:00,24.2300,44.9625,990.1200
2024-07-07 02:00:00,23.9425,47.7050,989.9900
2024-07-07 02:15:00,23.6675,50.2975,989.9700
2024-07-07 02:30:00,23.2050,52.2400,989.9100
2024-07-07 02:45:00,22.8750,54.0600,989.8600
2024-07-07 03:00:00,22.7025,54.5225,989.9000
2024-07-07 03:15:00,22.3375,55.8900,989.9100
2024-07-07 03:30:00,21.9925,57.2750,989.9400
2024-07-07 03:45:00,21.7575,59.0025,989.9300
2024-07-07 04:00:00,21.5600,60.0800,990.0400
2024-07-07 04:15:00,21.2850,60.7825,990.1000
2024-07-07 04:30:00,21.2125,60.9325,990.1200
2024-07-07 04:45:00,20.9100,61.5575,990.0700
2024-07-07 05:00:00,20.7550,61.5050,990.1100
2024-07-07 05:15:00,20.6275,61.9425,990.1800
2024-07-07 05:30:00,20.3100,62.2825,990.2300
2024-07-07 05:45:00,20.0550,63.4275,990.3700
2024-07-07 06:00:00,19.7125,64.4100,990.5400
2024-07-07 06:15:00,19.6200,64.3175,990.6900
2024-07-07 06:30:00,19.5950,65.3200,990.8300
2024-07-07 06:45:00,19.5575,66.2925,990.9300
2024-07-07 07:00:00,19.7875,65.7950,991.1100
2024-07-07 07:15:00,20.1100,65.5375,991.1900
2024-07-07 07:30:00,20.3050,65.1000,991.2599
2024-07-07 07:45:00,20.6150,64.3675,991.3900
2024-07-07 08:00:00,20.9025,63.4950,991.5300
2024-07-07 08:15:00,21.3075,62.0775,991.6000
2024-07-07 08:30:00,21.8500,60.6125,991.6500
2024-07-07 08:45:00,22.5550,58.7850,991.7100
2024-07-07 09:00:00,23.1200,56.0050,991.7700
2024-07-07 09:15:00,24.1225,53.8200,991.8400
2024-07-07 09:30:00,24.7325,51.9000,991.8800
2024-07-07 09:45:00,25.5875,50.6425,991.9200
2024-07-07 10:00:00,26.2325,48.2400,991.9800
2024-07-07 10:15:00,27.1325,46.2950,992.0400
2024-07-07 10:30:00,28.3100,43.8850,992.0200
2024-07-07 10:45:00,29.0275,42.2575,991.9500
2024-07-07 11:00:00,29.7200,41.4500,991.9800
2024-07-07 11:15:00,30.4975,39.7275,992.0500
2024-07-07 11:30:00,31.6375,37.2625,991.8800
2024-07-07 11:45:00,32.3925,35.5350,991.7599
2024-07-07 12:00:00,32.8275,34.1300,991.6600
2024-07-07 12:15:00,33.3375,33.7625,991.7000
2024-07-07 12:30:00,34.7850,31.7100,991.6400
2024-07-07 12:45:00,34.1275,32.2925,991.4700
2024-07-07 13:00:00,34.3375,32.9725,991.5000
2024-07-07 13:15:00,34.6025,32.9350,991.3800
2024-07-07 13:30:00,34.8950,31.2025,991.3000
2024-07-07 13:45:00,35.2550,29.1100,991.2900
2024-07-07 14:00:00,35.5475,28.6125,991.1000
2024-07-07 14:15:00,35.8025,27.8875,990.9300
2024-07-07 14:30:00,36.4075,28.0250,990.8300
2024-07-07 14:45:00,36.1775,28.8300,990.7599
2024-07-07 15:00:00,36.4825,27.0100,990.6400
2024-07-07 15:15:00,36.6300,25.5475,990.5099
2024-07-07 15:30:00,36.6475,24.4300,990.4800
2024-07-07 15:45:00,36.9675,24.8850,990.2599
2024-07-07 16:00:00,37.3625,25.3500,990.2800
2024-07-07 16:15:00,37.2175,25.8950,990.0600
2024-07-07 16:30:00,37.6200,24.8750,990.1300
2024-07-07 16:45:00,37.1025,23.5825,990.1400
2024-07-07 17:00:00,37.1650,22.5700,990.0000
2024-07-07 17:15:00,36.9450,25.1400,989.8800
2024-07-07 17:30:00,36.7875,25.2000,989.8100
2024-07-07 17:45:00,36.8300,26.5450,989.8400
2024-07-07 18:00:00,36.6425,25.4475,989.7500
2024-07-07 18:15:00,35.9400,25.2550,989.8700
2024-07-07 18:30:00,35.7625,25.4325,989.9600
2024-07-07 18:45:00,34.7300,24.4875,990.0000
2024-07-07 19:00:00,34.2550,25.8525,989.9300
2024-07-07 19:15:00,33.5325,27.7300,990.0000
2024-07-07 19:30:00,32.9725,27.6350,989.9900
2024-07-07 19:45:00,32.4075,28.7875,989.8300
2024-07-07 20:00:00,31.5425,32.2600,989.9000
2024-07-07 20:15:00,30.2850,34.5250,989.9300
2024-07-07 20:30:00,29.4425,36.0800,990.0000
2024-07-07 20:45:00,28.8875,37.2775,990.1700
2024-07-07 21:00:00,28.0825,38.7125,990.3700
2024-07-07 21:15:00,26.9950,40.5950,990.4800
2024-07-07 21:30:00,25.9175,42.7600,990.5400
2024-07-07 21:45:00,24.7875,45.3875,990.6100
2024-07-07 22:00:00,24.5025,45.6975,990.7500
2024-07-07 22:15:00,24.0525,46.6700,990.7300
2024-07-07 22:30:00,23.5850,47.5375,990.7400
2024-07-07 22:45:00,23.1725,48.6900,990.7900
2024-07-07 23:00:00,22.8800,49.5950,990.8300
2024-07-07 23:15:00,22.4350,50.7725,990.8700
2024-07-07 23:30:00,21.8750,52.4750,990.9100
2024-07-07 23:45:00,21.5275,53.6800,990.9800
2024-07-08 00:00:00,21.1550,55.2325,990.8300
2024-07-08 00:15:00,20.8150,56.4225,990.8000
2024-07-08 00:30:00,20.4775,57.3825,990.6900
2024-07-08 00:45:00,20.2675,58.6075,990.6400
2024-07-08 01:00:00,19.8525,60.1950,990.6800
2024-07-08 01:15:00,19.6025,61.2225,990.5900
2024-07-08 01:30:00,19.4675,61.9400,990.4400
2024-07-08 01:45:00,19.3325,63.1050,990.4700
2024-07-08 02:00:00,18.8900,64.7000,990.3900
2024-07-08 02:15:00,18.6250,66.1950,990.4700
2024-07-08 02:30:00,18.4800,65.8075,990.3000
2024-07-08 02:45:00,18.0725,67.1250,990.1700
2024-07-08 03:00:00,17.6525,68.8225,990.0900
2024-07-08 03:15:00,17.5425,69.1125,990.1400
2024-07-08 03:30:00,17.2725,69.9525,990.0500
2024-07-08 03:45:00,16.6525,72.0425,989.9500
2024-07-08 04:00:00,16.3900,72.8025,989.8700
2024-07-08 04:15:00,16.1750,74.2225,989.9200
2024-07-08 04:30:00,15.9375,75.6225,989.8800
2024-07-08 04:45:00,15.8250,77.1075,989.9600
2024-07-08 05:00:00,16.0600,77.4775,990.0600
2024-07-08 05:15:00,15.9025,78.2325,989.9900
2024-07-08 05:30:00,15.8450,79.1675,990.0700
2024-07-08 05:45:00,15.8025,79.4400,990.0900
2024-07-08 06:00:00,15.6975,80.6075,990.0600
2024-07-08 06:15:00,15.8725,79.9025,990.0800
2024-07-08 06:30:00,16.0375,79.8075,990.0200
2024-07-08 06:45:00,16.1500,79.4025,990.1300
2024-07-08 07:00:00,16.2075,79.7800,990.1700
2024-07-08 07:15:00,16.5025,78.8175,990.2599
2024-07-08 07:30:00,16.7975,77.7250,990.3000
2024-07-08 07:45:00,16.9400,76.8575,990.2700
2024-07-08 08:00:00,17.1100,76.7450,990.2900
2024-07-08 08:15:00,17.3075,76.1425,990.2800
2024-07-08 08:30:00,17.7675,74.8950,990.2900
2024-07-08 08:45:00,18.4725,72.5125,990.2000
2024-07-08 09:00:00,19.2525,69.5200,990.2200
2024-07-08 09:15:00,20.3775,65.8225,990.1100
2024-07-08 09:30:00,21.1925,62.8400,989.9900
2024-07-08 09:45:00,22.4575,58.6350,989.9800
2024-07-08 10:00:00,23.4500,55.4300,989.9500
2024-07-08 10:15:00,24.3200,53.5750,989.9100
2024-07-08 10:30:00,25.3100,51.0300,989.8400
2024-07-08 10:45:00,26.3950,48.7350,989.6800
2024-07-08 11:00:00,27.2800,46.5800,989.6700
2024-07-08 11:15:00,28.2450,44.0650,989.5200
2024-07-08 11:30:00,29.0000,43.3350,989.4600
2024-07-08 11:45:00,29.9725,40.1150,989.4500
2024-07-08 12:00:00,30.2750,39.9850,989.3100
2024-07-08 12:15:00,31.0500,38.7750,989.1800
2024-07-08 12:30:00,32.8550,34.9800,989.0400
2024-07-08 12:45:00,31.4525,38.0125,989.0300
2024-07-08 13:00:00,31.5900,37.6000,988.8600
2024-07-08 13:15:00,31.7650,37.2825,988.8800
2024-07-08 13:30:00,31.7975,37.0625,988.6500
2024-07-08 13:45:00,32.0025,37.1475,988.6400
2024-07-08 14:00:00,32.4775,36.5175,988.5300
2024-07-08 14:15:00,32.7625,35.5700,988.4800
2024-07-08 14:30:00,32.8675,35.7450,988.4800
2024-07-08 14:45:00,33.1400,34.3400,988.3700
2024-07-08 15:00:00,33.3025,34.2450,988.3100
2024-07-08 15:15:00,33.7375,33.9625,988.2000
2024-07-08 15:30:00,33.8275,34.0175,988.0200
2024-07-08 15:45:00,34.0850,33.6075,988.0400
2024-07-08 16:00:00,33.8550,33.6675,987.9600
2024-07-08 16:15:00,34.1300,33.7800,987.8400
2024-07-08 16:30:00,34.2875,33.5600,987.7900
2024-07-08 16:45:00,34.2225,33.5675,987.6700
2024-07-08 17:00:00,34.3100,32.6575,987.6600
2024-07-08 17:15:00,34.6100,32.0750,987.6000
2024-07-08 17:30:00,34.5375,32.1275,987.6600
2024-07-08 17:45:00,34.1550,31.6925,987.6000
2024-07-08 18:00:00,34.0025,31.0175,987.6200
2024-07-08 18:15:00,33.6050,30.5275,987.7700
2024-07-08 18:30:00,33.0475,30.9875,987.8100
2024-07-08 18:45:00,32.1025,32.0075,987.9500
2024-07-08 19:00:00,31.7075,32.5450,987.9900
2024-07-08 19:15:00,31.4850,33.5200,988.1000
2024-07-08 19:30:00,29.9775,35.6450,988.2100
2024-07-08 19:45:00,29.4275,38.8150,988.3600
2024-07-08 20:00:00,28.5650,39.3350,988.3600
2024-07-08 20:15:00,27.2700,40.6700,988.4600
2024-07-08 20:30:00,27.0075,42.0900,988.7500
2024-07-08 20:45:00,26.6675,42.4425,988.8900
2024-07-08 21:00:00,25.3500,44.7900,989.0000
2024-07-08 21:15:00,24.8550,46.1600,989.2700
